# rollout meta: {"joint_names": ["joint1", "joint2", "joint3", "joint4", "joint5", "joint6", "joint7"], "dt": 0.02, "n": 400, "source": "synthetic_clik", "note": "EE circle r=0.08 T=4.0s, tracking err max=0.01mm mean=0.01mm"}
t,q1,q2,q3,q4,q5,q6,q7,ee_x,ee_y,ee_z,tgt_x,tgt_y,tgt_z
3.020000,0.02610771,0.32124207,-0.64390053,0.04875228,0.02551637,0.00704428,0.00000000,0.350000,0.002513,0.220039,0.350000,0.002513,0.220039
3.040000,0.01912051,0.32127106,-0.64372993,0.04990768,0.03085181,0.00815561,0.00000000,0.350000,0.005023,0.220158,0.350000,0.005023,0.220158
3.060000,0.01215077,0.32139348,-0.64332380,0.05106464,0.03617945,0.00926550,0.00000000,0.350000,0.007529,0.220355,0.350000,0.007529,0.220355
3.080000,0.00520986,0.32160816,-0.64268230,0.05222232,0.04148882,0.01037182,0.00000000,0.350000,0.010027,0.220631,0.350000,0.010027,0.220631
3.100000,-0.00169091,0.32191335,-0.64180580,0.05337988,0.04676959,0.01147247,0.00000000,0.350000,0.012515,0.220985,0.350000,0.012515,0.220985
3.120000,-0.00854040,0.32230676,-0.64069485,0.05453654,0.05201155,0.01256539,0.00000000,0.350000,0.014991,0.221417,0.350000,0.014991,0.221417
3.140000,-0.01532761,0.32278557,-0.63935023,0.05569155,0.05720474,0.01364857,0.00000000,0.350000,0.017451,0.221927,0.350000,0.017451,0.221927
3.160000,-0.02204176,0.32334645,-0.63777291,0.05684422,0.06233943,0.01472003,0.00000000,0.350000,0.019895,0.222513,0.350000,0.019895,0.222513
3.180000,-0.02867231,0.32398559,-0.63596408,0.05799389,0.06740620,0.01577787,0.00000000,0.350000,0.022319,0.223177,0.350000,0.022319,0.223177
3.200000,-0.03520899,0.32469875,-0.63392517,0.05913998,0.07239597,0.01682026,0.00000000,0.350000,0.024721,0.223915,0.350000,0.024721,0.223915
3.220000,-0.04164183,0.32548129,-0.63165782,0.06028193,0.07730004,0.01784545,0.00000000,0.350000,0.027099,0.224730,0.350000,0.027099,0.224730
