# rollout meta: {"joint_names": ["joint1", "joint2", "joint3", "joint4", "joint5", "joint6", "joint7"], "dt": 0.02, "n": 200, "has_base": true, "source": "imit", "note": ""}
t,q1,q2,q3,q4,q5,q6,q7,ee_x,ee_y,ee_z,tgt_x,tgt_y,tgt_z,bx,by,bz,bqx,bqy,bqz,bqw,drawing
1.780000,0.72533846,-0.89457959,-0.45102620,0.32066110,-0.98827350,-1.37797642,-1.20525026,0.360370,-0.127316,-0.099063,0.300000,-0.076085,0.124721,0.006180,-0.019021,0.000000,-0.00083007,0.00064813,0.00018180,0.99999943,1
1.800000,0.75149190,-0.92311531,-0.42846632,0.34950307,-1.01718700,-1.40690434,-1.23417139,0.360790,-0.122664,-0.103722,0.300000,-0.076823,0.122319,0.008516,-0.018097,0.000000,-0.00078966,0.00071633,0.00007341,0.99999943,1
1.820000,0.77786815,-0.95161039,-0.40525344,0.37833837,-1.04610014,-1.43583357,-1.26309252,0.361092,-0.117362,-0.108080,0.300000,-0.077487,0.119895,0.010717,-0.016887,0.000000,-0.00073679,0.00077323,-0.00003616,0.99999943,1
1.840000,0.80440038,-0.98004901,-0.38129941,0.40716383,-1.07501185,-1.46476400,-1.29201365,0.361269,-0.111450,-0.112113,0.300000,-0.078073,0.117451,0.012748,-0.015410,0.000000,-0.00067228,0.00081791,-0.00014516,0.99999943,1
1.860000,0.83102638,-1.00841033,-0.35655847,0.43597743,-1.10392082,-1.49369466,-1.32093477,0.361305,-0.104975,-0.115799,0.300000,-0.078583,0.114991,0.014579,-0.013691,0.000000,-0.00059717,0.00084968,-0.00025190,0.99999943,1
1.880000,0.85771936,-1.03666449,-0.33103371,0.46477586,-1.13282621,-1.52262604,-1.34985590,0.361179,-0.097984,-0.119123,0.300000,-0.079015,0.112515,0.016180,-0.011756,0.000000,-0.00051263,0.00086803,-0.00035467,0.99999943,1
1.900000,0.88446105,-1.06477594,-0.30478579,0.49355111,-1.16172612,-1.55155802,-1.37877703,0.360861,-0.090530,-0.122071,0.300000,-0.079369,0.110027,0.017526,-0.009635,0.000000,-0.00042001,0.00087267,-0.00045185,0.99999943,1
1.920000,0.91124374,-1.09270549,-0.27790168,0.52228355,-1.19062042,-1.58049047,-1.40769720,0.360322,-0.082670,-0.124632,0.300000,-0.079645,0.107529,0.018596,-0.007362,0.000000,-0.00032078,0.00086353,-0.00054192,0.99999943,1
1.940000,0.93806815,-1.12040997,-0.25046331,0.55091137,-1.21950781,-1.60942304,-1.43661332,0.359546,-0.074469,-0.126800,0.300000,-0.079842,0.105023,0.019372,-0.004974,0.000000,-0.00021650,0.00084075,-0.00062344,0.99999943,1
1.960000,0.96494257,-1.14787912,-0.22253260,0.57922477,-1.24838793,-1.63835549,-1.46551538,0.358545,-0.066004,-0.128582,0.300000,-0.079961,0.102513,0.019842,-0.002507,0.000000,-0.00010882,0.00080469,-0.00069513,0.99999943,1
1.980000,0.99185580,-1.17502165,-0.19423471,0.60648805,-1.27726090,-1.66728699,-1.49435377,0.357401,-0.057408,-0.130016,0.300000,-0.080000,0.100000,0.020000,0.000000,0.000000,0.00000057,0.00075592,-0.00075584,0.99999943,1
2.000000,1.01877689,-1.20151758,-0.16575573,0.63018417,-1.30613327,-1.69621813,-1.52289557,0.356451,-0.049004,-0.131249,0.300000,-0.079961,0.097487,0.019842,0.002507,0.000000,0.00010993,0.00069522,-0.00080462,0.99999943,1
2.020000,1.04580569,-1.22689354,-0.13734114,0.64485008,-1.33501720,-1.72514820,-1.55025315,0.356431,-0.041347,-0.132676,0.300000,-0.079842,0.094977,0.019372,0.004974,0.000000,0.00021755,0.00062355,-0.00084070,0.99999943,1
